Molecule,IStr,Wavelength_micron
CO,"I(CO v=6,J=132->v=4,J=131 angle 00 deg)",2.586409566601838
CO,"I(CO v=6,J=132->v=4,J=133 angle 00 deg)",3.3373910855150943
CO,"I(CO v=6,J=132->v=5,J=131 angle 00 deg)",4.689863741795073
CO,"I(CO v=6,J=132->v=5,J=133 angle 00 deg)",7.863981954251825
CO,"I(CO v=6,J=132->v=6,J=131 angle 00 deg)",23.560447034185355
CO,"I(CO v=7,J=128->v=3,J=127 angle 00 deg)",1.357319394275323
CO,"I(CO v=7,J=128->v=3,J=129 angle 00 deg)",1.536504109770123
CO,"I(CO v=7,J=128->v=4,J=127 angle 00 deg)",1.7893240867714855
CO,"I(CO v=7,J=128->v=4,J=129 angle 00 deg)",2.1103307548004633
CO,"I(CO v=7,J=128->v=5,J=127 angle 00 deg)",2.6066840364183963
CO,"I(CO v=7,J=128->v=5,J=129 angle 00 deg)",3.3386060953300034
CO,"I(CO v=7,J=128->v=6,J=127 angle 00 deg)",4.738986826549794
CO,"I(CO v=7,J=128->v=6,J=129 angle 00 deg)",7.823431767611613
CO,"I(CO v=7,J=128->v=7,J=127 angle 00 deg)",24.37719759093887
CO,"I(CO v=20,J=54->v=16,J=53 angle 00 deg)",1.486241460167935
CO,"I(CO v=20,J=54->v=16,J=55 angle 00 deg)",1.5678364926512824
CO,"I(CO v=20,J=54->v=17,J=53 angle 00 deg)",1.9801960616476302
CO,"I(CO v=20,J=54->v=17,J=55 angle 00 deg)",2.126006844339926
CO,"I(CO v=20,J=54->v=18,J=53 angle 00 deg)",2.9438870023294217
CO,"I(CO v=20,J=54->v=18,J=55 angle 00 deg)",3.274037593842907
CO,"I(CO v=20,J=54->v=19,J=53 angle 00 deg)",5.6532559688985415
CO,"I(CO v=20,J=54->v=19,J=55 angle 00 deg)",6.992176075912592
CO,"I(CO v=20,J=54->v=20,J=53 angle 00 deg)",60.24443579003381
CO,"I(CO v=5,J=136->v=1,J=135 angle 00 deg)",1.3408342238163553
CO,"I(CO v=5,J=136->v=1,J=137 angle 00 deg)",1.5291074038907082
CO,"I(CO v=5,J=136->v=2,J=135 angle 00 deg)",1.7656963116414832
CO,"I(CO v=5,J=136->v=2,J=137 angle 00 deg)",2.1031140529694876
CO,"I(CO v=5,J=136->v=3,J=135 angle 00 deg)",2.5670958417147456
CO,"I(CO v=5,J=136->v=3,J=137 angle 00 deg)",3.3372573773444127
CO,"I(CO v=5,J=136->v=4,J=135 angle 00 deg)",4.642814738993917
CO,"I(CO v=5,J=136->v=4,J=137 angle 00 deg)",7.907965687428554
CO,"I(CO v=5,J=136->v=5,J=135 angle 00 deg)",22.79695553371616
CO,"I(CO v=16,J=84->v=12,J=83 angle 00 deg)",1.4407242052085587
CO,"I(CO v=16,J=84->v=12,J=85 angle 00 deg)",1.5645710352612092
CO,"I(CO v=16,J=84->v=13,J=83 angle 00 deg)",1.9110247336231911
CO,"I(CO v=16,J=84->v=13,J=85 angle 00 deg)",2.1325134212838233
CO,"I(CO v=16,J=84->v=14,J=83 angle 00 deg)",2.816731244532698
CO,"I(CO v=16,J=84->v=14,J=85 angle 00 deg)",3.319330028970464
CO,"I(CO v=16,J=84->v=15,J=83 angle 00 deg)",5.282254596276181
CO,"I(CO v=16,J=84->v=15,J=85 angle 00 deg)",7.344797810734597
CO,"I(CO v=16,J=84->v=16,J=83 angle 00 deg)",38.2464393110824
CO,"I(CO v=22,J=30->v=19,J=29 angle 00 deg)",2.0284407539155622
CO,"I(CO v=22,J=30->v=19,J=31 angle 00 deg)",2.1109198561158578
CO,"I(CO v=22,J=30->v=20,J=29 angle 00 deg)",3.0375106028048884
CO,"I(CO v=22,J=30->v=20,J=31 angle 00 deg)",3.22406251732789
CO,"I(CO v=22,J=30->v=21,J=29 angle 00 deg)",5.954380472636371
CO,"I(CO v=22,J=30->v=21,J=31 angle 00 deg)",6.706574803220946
CO,"I(CO v=19,J=63->v=15,J=62 angle 00 deg)",1.4739860460160028
CO,"I(CO v=19,J=63->v=15,J=64 angle 00 deg)",1.5685810953282837
CO,"I(CO v=19,J=63->v=16,J=62 angle 00 deg)",1.9612088384210975
CO,"I(CO v=19,J=63->v=16,J=64 angle 00 deg)",2.130284908472436
CO,"I(CO v=19,J=63->v=17,J=62 angle 00 deg)",2.907997462897534
CO,"I(CO v=19,J=63->v=17,J=64 angle 00 deg)",3.2910406913388
CO,"I(CO v=19,J=63->v=18,J=62 angle 00 deg)",5.543448853417484
CO,"I(CO v=19,J=63->v=18,J=64 angle 00 deg)",7.101567645353477
CO,"I(CO v=19,J=63->v=19,J=62 angle 00 deg)",51.48551079187841
CO,"I(CO v=8,J=124->v=4,J=123 angle 00 deg)",1.3662618531780264
CO,"I(CO v=8,J=124->v=4,J=125 angle 00 deg)",1.5409240321223203
CO,"I(CO v=8,J=124->v=5,J=123 angle 00 deg)",1.8020905870731876
CO,"I(CO v=8,J=124->v=5,J=125 angle 00 deg)",2.1149389600421262
CO,"I(CO v=8,J=124->v=6,J=123 angle 00 deg)",2.6279523087062935
CO,"I(CO v=8,J=124->v=6,J=125 angle 00 deg)",3.340912216571268
CO,"I(CO v=8,J=124->v=7,J=123 angle 00 deg)",4.790267344387774
CO,"I(CO v=8,J=124->v=7,J=125 angle 00 deg)",7.786257896023831
CO,"I(CO v=8,J=124->v=8,J=123 angle 00 deg)",25.25251746051668
CO,"I(CO v=15,J=90->v=11,J=89 angle 00 deg)",1.430668205814234
CO,"I(CO v=15,J=90->v=11,J=91 angle 00 deg)",1.562609141716536
CO,"I(CO v=15,J=90->v=12,J=89 angle 00 deg)",1.896042329482578
CO,"I(CO v=15,J=90->v=12,J=91 angle 00 deg)",2.132052922981192
CO,"I(CO v=15,J=90->v=13,J=89 angle 00 deg)",2.7900143562785895
CO,"I(CO v=15,J=90->v=13,J=91 angle 00 deg)",3.3258582622
CO,"I(CO v=15,J=90->v=14,J=89 angle 00 deg)",5.208711944519811
CO,"I(CO v=15,J=90->v=14,J=91 angle 00 deg)",7.414249695656931
CO,"I(CO v=15,J=90->v=15,J=89 angle 00 deg)",35.585841369332044
CO,"I(CO v=21,J=44->v=18,J=43 angle 00 deg)",2.002218965903891
CO,"I(CO v=21,J=44->v=18,J=45 angle 00 deg)",2.1219675786057652
CO,"I(CO v=21,J=44->v=19,J=43 angle 00 deg)",2.985505028357285
CO,"I(CO v=21,J=44->v=19,J=45 angle 00 deg)",3.25650413177455
CO,"I(CO v=21,J=44->v=20,J=43 angle 00 deg)",5.781516435801
CO,"I(CO v=21,J=44->v=20,J=45 angle 00 deg)",6.8774720236073446
CO,"I(CO v=12,J=106->v=8,J=105 angle 00 deg)",1.4021615111340997
CO,"I(CO v=12,J=106->v=8,J=107 angle 00 deg)",1.5549601525471919
CO,"I(CO v=12,J=106->v=9,J=105 angle 00 deg)",1.8540466194619964
CO,"I(CO v=12,J=106->v=9,J=107 angle 00 deg)",2.127526614072384
CO,"I(CO v=12,J=106->v=10,J=105 angle 00 deg)",2.716438896414858
CO,"I(CO v=12,J=106->v=10,J=107 angle 00 deg)",3.338365111812767
CO,"I(CO v=12,J=106->v=11,J=105 angle 00 deg)",5.012998389730232
CO,"I(CO v=12,J=106->v=11,J=107 angle 00 deg)",7.595858587094727
CO,"I(CO v=12,J=106->v=12,J=105 angle 00 deg)",29.93122713231163
CO,"I(CO v=4,J=140->v=0,J=139 angle 00 deg)",1.333264598953103
CO,"I(CO v=4,J=140->v=1,J=139 angle 00 deg)",1.7547966976494218
CO,"I(CO v=4,J=140->v=1,J=141 angle 00 deg)",2.100486421274822
CO,"I(CO v=4,J=140->v=2,J=139 angle 00 deg)",2.5487118700391536
CO,"I(CO v=4,J=140->v=2,J=141 angle 00 deg)",3.3381973881901223
CO,"I(CO v=4,J=140->v=3,J=139 angle 00 deg)",4.597761622055039
CO,"I(CO v=4,J=140->v=3,J=141 angle 00 deg)",7.955447998919645
CO,"I(CO v=4,J=140->v=4,J=139 angle 00 deg)",22.0820231531197
CO,"I(CO v=13,J=101->v=9,J=100 angle 00 deg)",1.411553797278825
CO,"I(CO v=13,J=101->v=9,J=102 angle 00 deg)",1.557985033976803
CO,"I(CO v=13,J=101->v=10,J=100 angle 00 deg)",1.867780178249276
CO,"I(CO v=13,J=101->v=10,J=102 angle 00 deg)",2.129813569915017
CO,"I(CO v=13,J=101->v=11,J=100 angle 00 deg)",2.7402202137675986
CO,"I(CO v=13,J=101->v=11,J=102 angle 00 deg)",3.335797538655806
CO,"I(CO v=13,J=101->v=12,J=100 angle 00 deg)",5.074881918847922
CO,"I(CO v=13,J=101->v=12,J=102 angle 00 deg)",7.541033081115736
CO,"I(CO v=13,J=101->v=13,J=100 angle 00 deg)",31.514851037598437
CO,"I(CO v=18,J=71->v=14,J=70 angle 00 deg)",1.4628044482845681
CO,"I(CO v=18,J=71->v=14,J=72 angle 00 deg)",1.5688088198076067
CO,"I(CO v=18,J=71->v=15,J=70 angle 00 deg)",1.9440182076216084
CO,"I(CO v=18,J=71->v=15,J=72 angle 00 deg)",2.133526021626883
CO,"I(CO v=18,J=71->v=16,J=70 angle 00 deg)",2.8758811012925576
CO,"I(CO v=18,J=71->v=16,J=72 angle 00 deg)",3.3054570665178447
CO,"I(CO v=18,J=71->v=17,J=70 angle 00 deg)",5.447417344991367
CO,"I(CO v=18,J=71->v=17,J=72 angle 00 deg)",7.200196163447797
CO,"I(CO v=18,J=71->v=18,J=70 angle 00 deg)",45.55524441732875
CO,"I(CO v=17,J=78->v=13,J=77 angle 00 deg)",1.4519302896298942
CO,"I(CO v=17,J=78->v=13,J=79 angle 00 deg)",1.5677055513442237
CO,"I(CO v=17,J=78->v=14,J=77 angle 00 deg)",1.9275794799977284
CO,"I(CO v=17,J=78->v=14,J=79 angle 00 deg)",2.1345960159034396
CO,"I(CO v=17,J=78->v=15,J=77 angle 00 deg)",2.8459070673671722
CO,"I(CO v=17,J=78->v=15,J=79 angle 00 deg)",3.3154296146223725
CO,"I(CO v=17,J=78->v=16,J=77 angle 00 deg)",5.361371484057629
CO,"I(CO v=17,J=78->v=16,J=79 angle 00 deg)",7.282864967500916
CO,"I(CO v=17,J=78->v=17,J=77 angle 00 deg)",41.339399631466115
CO,"I(CO v=22,J=31->v=19,J=30 angle 00 deg)",2.0284971915940724
CO,"I(CO v=22,J=31->v=19,J=32 angle 00 deg)",2.1137560762409398
CO,"I(CO v=22,J=31->v=20,J=30 angle 00 deg)",3.036670429747688
CO,"I(CO v=22,J=31->v=20,J=32 angle 00 deg)",3.229516850401138
CO,"I(CO v=22,J=31->v=21,J=30 angle 00 deg)",5.947443394011611
CO,"I(CO v=22,J=31->v=21,J=32 angle 00 deg)",6.725159031131001
CO,"I(CO v=9,J=120->v=5,J=119 angle 00 deg)",1.3756904833298988
CO,"I(CO v=9,J=120->v=5,J=121 angle 00 deg)",1.5458375410511922
CO,"I(CO v=9,J=120->v=6,J=119 angle 00 deg)",1.8155200517243655
CO,"I(CO v=9,J=120->v=6,J=121 angle 00 deg)",2.120228675032021
CO,"I(CO v=9,J=120->v=7,J=119 angle 00 deg)",2.650249739280206
CO,"I(CO v=9,J=120->v=7,J=121 angle 00 deg)",3.344321322801379
CO,"I(CO v=9,J=120->v=8,J=119 angle 00 deg)",4.843794490757685
CO,"I(CO v=9,J=120->v=8,J=121 angle 00 deg)",7.752412287898115
CO,"I(CO v=9,J=120->v=9,J=119 angle 00 deg)",26.192439770070376
CO,"I(CO v=11,J=111->v=7,J=110 angle 00 deg)",1.3935245505669165
CO,"I(CO v=11,J=111->v=7,J=112 angle 00 deg)",1.5527199949213695
CO,"I(CO v=11,J=111->v=8,J=110 angle 00 deg)",1.841342148871111
CO,"I(CO v=11,J=111->v=8,J=112 angle 00 deg)",2.1263293403580286
CO,"I(CO v=11,J=111->v=9,J=110 angle 00 deg)",2.694255185780848
CO,"I(CO v=11,J=111->v=9,J=112 angle 00 deg)",3.342715300866998
CO,"I(CO v=11,J=111->v=10,J=110 angle 00 deg)",4.954642773251085
CO,"I(CO v=11,J=111->v=10,J=112 angle 00 deg)",7.656080664329572
CO,"I(CO v=11,J=111->v=11,J=110 angle 00 deg)",28.50091204262277
CO,"I(CO v=20,J=55->v=16,J=54 angle 00 deg)",1.487265482396525
CO,"I(CO v=20,J=55->v=16,J=56 angle 00 deg)",1.570485530487736
CO,"I(CO v=20,J=55->v=17,J=54 angle 00 deg)",1.981272250138068
CO,"I(CO v=20,J=55->v=17,J=56 angle 00 deg)",2.1299911902968005
CO,"I(CO v=20,J=55->v=18,J=54 angle 00 deg)",2.944626805376419
CO,"I(CO v=20,J=55->v=18,J=56 angle 00 deg)",3.281384592622984
CO,"I(CO v=20,J=55->v=19,J=54 angle 00 deg)",5.64994601791191
CO,"I(CO v=20,J=55->v=19,J=56 angle 00 deg)",7.016108834146833
CO,"I(CO v=20,J=55->v=20,J=54 angle 00 deg)",59.20078080645814
CO,"I(CO v=14,J=96->v=10,J=95 angle 00 deg)",1.421725536112967
CO,"I(CO v=14,J=96->v=10,J=97 angle 00 deg)",1.5618064126112945
CO,"I(CO v=14,J=96->v=11,J=95 angle 00 deg)",1.8825778994915732
CO,"I(CO v=14,J=96->v=11,J=97 angle 00 deg)",2.1332026748216735
CO,"I(CO v=14,J=96->v=12,J=95 angle 00 deg)",2.765659668768959
CO,"I(CO v=14,J=96->v=12,J=97 angle 00 deg)",3.3350189211462995
CO,"I(CO v=14,J=96->v=13,J=95 angle 00 deg)",5.140459613918108
CO,"I(CO v=14,J=96->v=13,J=97 angle 00 deg)",7.4914725007064344
CO,"I(CO v=14,J=96->v=14,J=95 angle 00 deg)",33.2760653159663
CO,"I(CO v=23,J=0->v=20,J=1 angle 00 deg)",2.0807417082716744
CO,"I(CO v=23,J=0->v=21,J=1 angle 00 deg)",3.1465440688518944
CO,"I(CO v=23,J=0->v=22,J=1 angle 00 deg)",6.348760638015247
CO,"I(CO v=23,J=1->v=20,J=0 angle 00 deg)",2.0780665653628785
CO,"I(CO v=23,J=1->v=20,J=2 angle 00 deg)",2.082149894547012
CO,"I(CO v=23,J=1->v=21,J=0 angle 00 deg)",3.1404649450661455
CO,"I(CO v=23,J=1->v=21,J=2 angle 00 deg)",3.149696220021503
CO,"I(CO v=23,J=1->v=22,J=0 angle 00 deg)",6.324200245418051
CO,"I(CO v=23,J=1->v=22,J=2 angle 00 deg)",6.361323883792452
CO,"I(CO v=23,J=2->v=20,J=1 angle 00 deg)",2.076799367994241
CO,"I(CO v=23,J=2->v=20,J=3 angle 00 deg)",2.083605328395199
CO,"I(CO v=23,J=2->v=21,J=1 angle 00 deg)",3.1375374343639804
CO,"I(CO v=23,J=2->v=21,J=3 angle 00 deg)",3.1529237625099182
CO,"I(CO v=23,J=2->v=22,J=1 angle 00 deg)",6.312200356385103
CO,"I(CO v=23,J=2->v=22,J=3 angle 00 deg)",6.374077484282656
CO,"I(CO v=21,J=45->v=18,J=44 angle 00 deg)",2.0028811749626794
CO,"I(CO v=21,J=45->v=18,J=46 angle 00 deg)",2.1254781728354293
CO,"I(CO v=21,J=45->v=19,J=44 angle 00 deg)",2.9856056427015925
CO,"I(CO v=21,J=45->v=19,J=46 angle 00 deg)",3.263065879028226
CO,"I(CO v=21,J=45->v=20,J=44 angle 00 deg)",5.776755093836864
CO,"I(CO v=21,J=45->v=20,J=46 angle 00 deg)",6.899138932201367
CO,"I(CO v=23,J=3->v=20,J=2 angle 00 deg)",2.075578979771326
CO,"I(CO v=23,J=3->v=20,J=4 angle 00 deg)",2.0851081315385787
CO,"I(CO v=23,J=3->v=21,J=2 angle 00 deg)",3.1346842391712992
CO,"I(CO v=23,J=3->v=21,J=4 angle 00 deg)",3.156227074205281
CO,"I(CO v=23,J=3->v=22,J=2 angle 00 deg)",6.300385606749543
CO,"I(CO v=23,J=3->v=22,J=4 angle 00 deg)",6.387023023794603
CO,"I(CO v=23,J=4->v=20,J=3 angle 00 deg)",2.0744052671291247
CO,"I(CO v=23,J=4->v=20,J=5 angle 00 deg)",2.086658446547552
CO,"I(CO v=23,J=4->v=21,J=3 angle 00 deg)",3.13190516536447
CO,"I(CO v=23,J=4->v=21,J=5 angle 00 deg)",3.159606377759521
CO,"I(CO v=23,J=4->v=22,J=3 angle 00 deg)",6.288754965944424
CO,"I(CO v=23,J=4->v=22,J=5 angle 00 deg)",6.400161711689671
CO,"I(CO v=22,J=32->v=19,J=31 angle 00 deg)",2.028598724186362
CO,"I(CO v=22,J=32->v=19,J=33 angle 00 deg)",2.1166448347169102
CO,"I(CO v=22,J=32->v=20,J=31 angle 00 deg)",3.0358994623740467
CO,"I(CO v=22,J=32->v=20,J=33 angle 00 deg)",3.23505798598848
CO,"I(CO v=22,J=32->v=21,J=31 angle 00 deg)",5.940662308169048
CO,"I(CO v=22,J=32->v=21,J=33 angle 00 deg)",6.743984290035512
CO,"I(CO v=3,J=144->v=0,J=143 angle 00 deg)",1.7444831210000151
CO,"I(CO v=3,J=144->v=0,J=145 angle 00 deg)",2.098501916131646
CO,"I(CO v=3,J=144->v=1,J=143 angle 00 deg)",2.53122870528118
CO,"I(CO v=3,J=144->v=1,J=145 angle 00 deg)",3.34020560229188
CO,"I(CO v=3,J=144->v=2,J=143 angle 00 deg)",4.554630521295287
CO,"I(CO v=3,J=144->v=2,J=145 angle 00 deg)",8.006503057129626
CO,"I(CO v=23,J=5->v=20,J=4 angle 00 deg)",2.073278145863448
CO,"I(CO v=23,J=5->v=20,J=6 angle 00 deg)",2.088256407893797
CO,"I(CO v=23,J=5->v=21,J=4 angle 00 deg)",3.1291999306047495
CO,"I(CO v=23,J=5->v=21,J=6 angle 00 deg)",3.1630620392514435
CO,"I(CO v=23,J=5->v=22,J=4 angle 00 deg)",6.2773069039361316
CO,"I(CO v=23,J=5->v=22,J=6 angle 00 deg)",6.4134950604470005
CO,"I(CO v=19,J=64->v=15,J=63 angle 00 deg)",1.475278442805709
CO,"I(CO v=19,J=64->v=15,J=65 angle 00 deg)",1.5715349406454902
CO,"I(CO v=19,J=64->v=16,J=63 angle 00 deg)",1.9626472257313008
CO,"I(CO v=19,J=64->v=16,J=65 angle 00 deg)",2.134698658662746
CO,"I(CO v=19,J=64->v=17,J=63 angle 00 deg)",2.90929220739288
CO,"I(CO v=19,J=64->v=17,J=65 angle 00 deg)",3.299106476487211
CO,"I(CO v=19,J=64->v=18,J=63 angle 00 deg)",5.541371472926753
CO,"I(CO v=19,J=64->v=18,J=65 angle 00 deg)",7.12764320545549
CO,"I(CO v=19,J=64->v=19,J=63 angle 00 deg)",50.732407570521595
CO,"I(CO v=23,J=6->v=20,J=5 angle 00 deg)",2.072197552221072
CO,"I(CO v=23,J=6->v=20,J=7 angle 00 deg)",2.0899021855858777
CO,"I(CO v=23,J=6->v=21,J=5 angle 00 deg)",3.126568360768427
CO,"I(CO v=23,J=6->v=21,J=7 angle 00 deg)",3.1665944024884776
CO,"I(CO v=23,J=6->v=22,J=5 angle 00 deg)",6.266040579130483
CO,"I(CO v=23,J=6->v=22,J=7 angle 00 deg)",6.427024616209295
CO,"I(CO v=23,J=7->v=20,J=6 angle 00 deg)",2.071163371265892
CO,"I(CO v=23,J=7->v=20,J=8 angle 00 deg)",2.0915959124806256
CO,"I(CO v=23,J=7->v=21,J=6 angle 00 deg)",3.1240102262952183
CO,"I(CO v=23,J=7->v=21,J=8 angle 00 deg)",3.1702037887447405
CO,"I(CO v=23,J=7->v=22,J=6 angle 00 deg)",6.254954651689784
CO,"I(CO v=23,J=7->v=22,J=8 angle 00 deg)",6.4407519593064855
CO,"I(CO v=16,J=85->v=12,J=84 angle 00 deg)",1.4426022716697258
CO,"I(CO v=16,J=85->v=12,J=86 angle 00 deg)",1.5682103831739662
CO,"I(CO v=16,J=85->v=13,J=84 angle 00 deg)",1.9132504549141816
CO,"I(CO v=16,J=85->v=13,J=86 angle 00 deg)",2.137899071667068
CO,"I(CO v=16,J=85->v=14,J=84 angle 00 deg)",2.819223237814901
CO,"I(CO v=16,J=85->v=14,J=86 angle 00 deg)",3.329045973915636
CO,"I(CO v=16,J=85->v=15,J=84 angle 00 deg)",5.282780224840289
CO,"I(CO v=16,J=85->v=15,J=86 angle 00 deg)",7.37606509996382
CO,"I(CO v=16,J=85->v=16,J=84 angle 00 deg)",37.84662892681278
CO,"I(CO v=23,J=8->v=20,J=7 angle 00 deg)",2.070175565800535
CO,"I(CO v=23,J=8->v=20,J=9 angle 00 deg)",2.0933377570578524
CO,"I(CO v=23,J=8->v=21,J=7 angle 00 deg)",3.1215253401816754
CO,"I(CO v=23,J=8->v=21,J=9 angle 00 deg)",3.1738905300793085
CO,"I(CO v=23,J=8->v=22,J=7 angle 00 deg)",6.244048072798351
CO,"I(CO v=23,J=8->v=22,J=9 angle 00 deg)",6.454678565822186
CO,"I(CO v=10,J=116->v=6,J=115 angle 00 deg)",1.3856213267776296
CO,"I(CO v=10,J=116->v=6,J=117 angle 00 deg)",1.551255324152941
CO,"I(CO v=10,J=116->v=7,J=115 angle 00 deg)",1.8296352401006568
CO,"I(CO v=10,J=116->v=7,J=117 angle 00 deg)",2.1262128734335977
CO,"I(CO v=10,J=116->v=8,J=115 angle 00 deg)",2.673614213412007
CO,"I(CO v=10,J=116->v=8,J=117 angle 00 deg)",3.348847757941965
CO,"I(CO v=10,J=116->v=9,J=115 angle 00 deg)",4.899663272875339
CO,"I(CO v=10,J=116->v=9,J=117 angle 00 deg)",7.721855029935047
CO,"I(CO v=10,J=116->v=10,J=115 angle 00 deg)",27.203831971186805
CO,"I(CO v=23,J=9->v=20,J=8 angle 00 deg)",2.0692340474675737
CO,"I(CO v=23,J=9->v=20,J=10 angle 00 deg)",2.0951278944224656
CO,"I(CO v=23,J=9->v=21,J=8 angle 00 deg)",3.1191134603151025
CO,"I(CO v=23,J=9->v=21,J=10 angle 00 deg)",3.177655036792617
CO,"I(CO v=23,J=9->v=22,J=8 angle 00 deg)",6.2333196909326745
CO,"I(CO v=23,J=9->v=22,J=10 angle 00 deg)",6.468805944684449
CO,"I(CO v=22,J=33->v=19,J=32 angle 00 deg)",2.028745420151024
CO,"I(CO v=22,J=33->v=19,J=34 angle 00 deg)",2.119586516384155
CO,"I(CO v=22,J=33->v=20,J=32 angle 00 deg)",3.035197780001711
CO,"I(CO v=22,J=33->v=20,J=34 angle 00 deg)",3.2406865832081317
CO,"I(CO v=22,J=33->v=21,J=32 angle 00 deg)",5.934036673585925
CO,"I(CO v=22,J=33->v=21,J=34 angle 00 deg)",6.7630530037497545
CO,"I(CO v=18,J=72->v=14,J=71 angle 00 deg)",1.4643289124124794
CO,"I(CO v=18,J=72->v=14,J=73 angle 00 deg)",1.5720317401088244
CO,"I(CO v=18,J=72->v=15,J=71 angle 00 deg)",1.9457689011849117
CO,"I(CO v=18,J=72->v=15,J=73 angle 00 deg)",2.1383203537541315
CO,"I(CO v=18,J=72->v=16,J=71 angle 00 deg)",2.8776516335950455
CO,"I(CO v=18,J=72->v=16,J=73 angle 00 deg)",3.3141653166925473
CO,"I(CO v=18,J=72->v=17,J=71 angle 00 deg)",5.4463797059662165
CO,"I(CO v=18,J=72->v=17,J=73 angle 00 deg)",7.2282442818399515
CO,"I(CO v=18,J=72->v=18,J=71 angle 00 deg)",44.973534704225564
CO,"I(CO v=15,J=91->v=11,J=90 angle 00 deg)",1.432703547588436
CO,"I(CO v=15,J=91->v=11,J=92 angle 00 deg)",1.5664386558046512
CO,"I(CO v=15,J=91->v=12,J=90 angle 00 deg)",1.89847858950207
CO,"I(CO v=15,J=91->v=12,J=92 angle 00 deg)",2.137709993219909
CO,"I(CO v=15,J=91->v=13,J=90 angle 00 deg)",2.7928239461966724
CO,"I(CO v=15,J=91->v=13,J=92 angle 00 deg)",3.336041752536479
CO,"I(CO v=15,J=91->v=14,J=90 angle 00 deg)",5.209913042139369
CO,"I(CO v=15,J=91->v=14,J=92 angle 00 deg)",7.447067185215506
CO,"I(CO v=15,J=91->v=15,J=90 angle 00 deg)",35.244532198771
CO,"I(CO v=20,J=56->v=16,J=55 angle 00 deg)",1.488323892209258
CO,"I(CO v=20,J=56->v=16,J=57 angle 00 deg)",1.5731763494031341
CO,"I(CO v=20,J=56->v=17,J=55 angle 00 deg)",1.9823942824459075
CO,"I(CO v=20,J=56->v=17,J=57 angle 00 deg)",2.134034839600255
CO,"I(CO v=20,J=56->v=18,J=55 angle 00 deg)",2.9454351003421406
CO,"I(CO v=20,J=56->v=18,J=57 angle 00 deg)",3.288831890299185
CO,"I(CO v=20,J=56->v=19,J=55 angle 00 deg)",5.646777993240573
CO,"I(CO v=20,J=56->v=19,J=57 angle 00 deg)",7.0403399080834435
CO,"I(CO v=20,J=56->v=20,J=55 angle 00 deg)",58.195426244662215
CO,"I(CO v=21,J=46->v=18,J=45 angle 00 deg)",2.003588759677851
CO,"I(CO v=21,J=46->v=18,J=47 angle 00 deg)",2.129045065461687
CO,"I(CO v=21,J=46->v=19,J=45 angle 00 deg)",2.98577477570944
CO,"I(CO v=21,J=46->v=19,J=47 angle 00 deg)",3.2697219143889793
CO,"I(CO v=21,J=46->v=20,J=45 angle 00 deg)",5.772140837310332
CO,"I(CO v=21,J=46->v=20,J=47 angle 00 deg)",6.921078443809691
CO,"I(CO v=23,J=10->v=20,J=9 angle 00 deg)",2.0683387768876575
CO,"I(CO v=23,J=10->v=20,J=11 angle 00 deg)",2.0969665063566088
CO,"I(CO v=23,J=10->v=21,J=9 angle 00 deg)",3.116774451936824
CO,"I(CO v=23,J=10->v=21,J=11 angle 00 deg)",3.1814976632861183
CO,"I(CO v=23,J=10->v=22,J=9 angle 00 deg)",6.222768512107129
CO,"I(CO v=23,J=10->v=22,J=11 angle 00 deg)",6.483135918536202
CO,"I(CO v=17,J=79->v=13,J=78 angle 00 deg)",1.4536502668034172
CO,"I(CO v=17,J=79->v=13,J=80 angle 00 deg)",1.5711582447033405
CO,"I(CO v=17,J=79->v=14,J=78 angle 00 deg)",1.9295928314453688
CO,"I(CO v=17,J=79->v=14,J=80 angle 00 deg)",2.1397163281435603
CO,"I(CO v=17,J=79->v=15,J=78 angle 00 deg)",2.8480765091256925
CO,"I(CO v=17,J=79->v=15,J=80 angle 00 deg)",3.3246920365534134
CO,"I(CO v=17,J=79->v=16,J=78 angle 00 deg)",5.361197849772954
CO,"I(CO v=17,J=79->v=16,J=80 angle 00 deg)",7.312662176022987
CO,"I(CO v=17,J=79->v=17,J=78 angle 00 deg)",40.86672042997561
CO,"I(CO v=23,J=11->v=20,J=10 angle 00 deg)",2.0674896779119
CO,"I(CO v=23,J=11->v=20,J=12 angle 00 deg)",2.098853781374138
CO,"I(CO v=23,J=11->v=21,J=10 angle 00 deg)",3.1145080927303184
CO,"I(CO v=23,J=11->v=21,J=12 angle 00 deg)",3.1854188089049673
CO,"I(CO v=23,J=11->v=22,J=10 angle 00 deg)",6.212393439903912
CO,"I(CO v=23,J=11->v=22,J=12 angle 00 deg)",6.497670067192323
CO,"I(CO v=7,J=129->v=3,J=128 angle 00 deg)",1.3602137787169428
CO,"I(CO v=7,J=129->v=3,J=130 angle 00 deg)",1.5414258436693473
CO,"I(CO v=7,J=129->v=4,J=128 angle 00 deg)",1.792903932325372
CO,"I(CO v=7,J=129->v=4,J=130 angle 00 deg)",2.117565369750271
CO,"I(CO v=7,J=129->v=5,J=128 angle 00 deg)",2.6112019199697865
CO,"I(CO v=7,J=129->v=5,J=130 angle 00 deg)",3.351580019063122
CO,"I(CO v=7,J=129->v=6,J=128 angle 00 deg)",4.743737547177878
CO,"I(CO v=7,J=129->v=6,J=130 angle 00 deg)",7.86649198661655
CO,"I(CO v=7,J=129->v=7,J=128 angle 00 deg)",24.23458520752578
