Molecule,IStr,Wavelength_micron
CO,"I(CO v=2,J=146->v=1,J=147 angle 00 deg)",7.96501368725594
CO,"I(CO v=11,J=109->v=7,J=108 angle 00 deg)",1.388551184354186
CO,"I(CO v=11,J=109->v=7,J=110 angle 00 deg)",1.543950498609933
CO,"I(CO v=11,J=109->v=8,J=108 angle 00 deg)",1.835262655312933
CO,"I(CO v=11,J=109->v=8,J=110 angle 00 deg)",2.11342135134602
CO,"I(CO v=11,J=109->v=9,J=108 angle 00 deg)",2.6868173056108233
CO,"I(CO v=11,J=109->v=9,J=110 angle 00 deg)",3.3195639715004606
CO,"I(CO v=11,J=109->v=10,J=108 angle 00 deg)",4.948375459296063
CO,"I(CO v=11,J=109->v=10,J=110 angle 00 deg)",7.580627948693182
CO,"I(CO v=11,J=109->v=11,J=108 angle 00 deg)",28.926776843986094
CO,"I(CO v=13,J=99->v=9,J=98 angle 00 deg)",1.40704832171427
CO,"I(CO v=13,J=99->v=9,J=100 angle 00 deg)",1.5498049510028316
CO,"I(CO v=13,J=99->v=10,J=98 angle 00 deg)",1.8623240046340608
CO,"I(CO v=13,J=99->v=10,J=100 angle 00 deg)",2.117754671191702
CO,"I(CO v=13,J=99->v=11,J=98 angle 00 deg)",2.7337144416803567
CO,"I(CO v=13,J=99->v=11,J=100 angle 00 deg)",3.314139047704285
CO,"I(CO v=13,J=99->v=12,J=98 angle 00 deg)",5.070554498533899
CO,"I(CO v=13,J=99->v=12,J=100 angle 00 deg)",7.470924662576345
CO,"I(CO v=13,J=99->v=13,J=98 angle 00 deg)",32.05261743789649
CO,"I(CO v=19,J=60->v=15,J=59 angle 00 deg)",1.4703172675780056
CO,"I(CO v=19,J=60->v=15,J=61 angle 00 deg)",1.5599783064937551
CO,"I(CO v=19,J=60->v=16,J=59 angle 00 deg)",1.9571705600194704
CO,"I(CO v=19,J=60->v=16,J=61 angle 00 deg)",2.1174123228516315
CO,"I(CO v=19,J=60->v=17,J=59 angle 00 deg)",2.904523723488082
CO,"I(CO v=19,J=60->v=17,J=61 angle 00 deg)",3.267470935234743
CO,"I(CO v=19,J=60->v=18,J=59 angle 00 deg)",5.550512554962427
CO,"I(CO v=19,J=60->v=18,J=61 angle 00 deg)",7.02524363832133
CO,"I(CO v=19,J=60->v=19,J=59 angle 00 deg)",53.901213383155756
CO,"I(CO v=15,J=88->v=11,J=87 angle 00 deg)",1.4267099392934879
CO,"I(CO v=15,J=88->v=11,J=89 angle 00 deg)",1.555100153692682
CO,"I(CO v=15,J=88->v=12,J=87 angle 00 deg)",1.8913174823818841
CO,"I(CO v=15,J=88->v=12,J=89 angle 00 deg)",2.120955098739134
CO,"I(CO v=15,J=88->v=13,J=87 angle 00 deg)",2.7846086331949897
CO,"I(CO v=15,J=88->v=13,J=89 angle 00 deg)",3.305868075585602
CO,"I(CO v=15,J=88->v=14,J=87 angle 00 deg)",5.206708180354211
CO,"I(CO v=15,J=88->v=14,J=89 angle 00 deg)",7.349841341911796
CO,"I(CO v=15,J=88->v=15,J=87 angle 00 deg)",36.29384053334643
CO,"I(CO v=20,J=51->v=16,J=50 angle 00 deg)",1.483373914048224
CO,"I(CO v=20,J=51->v=16,J=52 angle 00 deg)",1.5601365548295736
CO,"I(CO v=20,J=51->v=17,J=50 angle 00 deg)",1.9772404402669408
CO,"I(CO v=20,J=51->v=17,J=52 angle 00 deg)",2.1144044741416423
CO,"I(CO v=20,J=51->v=18,J=50 angle 00 deg)",2.9420760621556776
CO,"I(CO v=20,J=51->v=18,J=52 angle 00 deg)",3.2525887482161306
CO,"I(CO v=20,J=51->v=19,J=50 angle 00 deg)",5.6640381379597535
CO,"I(CO v=20,J=51->v=19,J=52 angle 00 deg)",6.922129327331509
CO,"I(CO v=20,J=51->v=20,J=50 angle 00 deg)",63.627589260207735
CO,"I(CO v=16,J=82->v=12,J=81 angle 00 deg)",1.4370784374986472
CO,"I(CO v=16,J=82->v=12,J=83 angle 00 deg)",1.5574374712996093
CO,"I(CO v=16,J=82->v=13,J=81 angle 00 deg)",1.9067185886365807
CO,"I(CO v=16,J=82->v=13,J=83 angle 00 deg)",2.1219508619835343
CO,"I(CO v=16,J=82->v=14,J=81 angle 00 deg)",2.8119583045314527
CO,"I(CO v=16,J=82->v=14,J=83 angle 00 deg)",3.300260013750475
CO,"I(CO v=16,J=82->v=15,J=81 angle 00 deg)",5.2816039186470185
CO,"I(CO v=16,J=82->v=15,J=83 angle 00 deg)",7.28342284783167
CO,"I(CO v=16,J=82->v=16,J=81 angle 00 deg)",39.077540628694976
CO,"I(CO v=22,J=24->v=19,J=23 angle 00 deg)",2.0290454400523474
CO,"I(CO v=22,J=24->v=19,J=25 angle 00 deg)",2.0949881312232947
CO,"I(CO v=22,J=24->v=20,J=23 angle 00 deg)",3.044003919898403
CO,"I(CO v=22,J=24->v=20,J=25 angle 00 deg)",3.19312425725108
CO,"I(CO v=22,J=24->v=21,J=23 angle 00 deg)",5.999305239762522
CO,"I(CO v=22,J=24->v=21,J=25 angle 00 deg)",6.599992981552049
CO,"I(CO v=21,J=40->v=18,J=39 angle 00 deg)",2.0000208279590037
CO,"I(CO v=21,J=40->v=18,J=41 angle 00 deg)",2.108479483250582
CO,"I(CO v=21,J=40->v=19,J=39 angle 00 deg)",2.985784797025167
CO,"I(CO v=21,J=40->v=19,J=41 angle 00 deg)",3.231183838216354
CO,"I(CO v=21,J=40->v=20,J=39 angle 00 deg)",5.802035528355878
CO,"I(CO v=21,J=40->v=20,J=41 angle 00 deg)",6.793468072480106
CO,"I(CO v=6,J=131->v=2,J=130 angle 00 deg)",1.3459210345323585
CO,"I(CO v=6,J=131->v=2,J=132 angle 00 deg)",1.5276070143404938
CO,"I(CO v=6,J=131->v=3,J=130 angle 00 deg)",1.7735749042563442
CO,"I(CO v=6,J=131->v=3,J=132 angle 00 deg)",2.0991002601437407
CO,"I(CO v=6,J=131->v=4,J=130 angle 00 deg)",2.5818216974054855
CO,"I(CO v=6,J=131->v=4,J=132 angle 00 deg)",3.324309583242069
CO,"I(CO v=6,J=131->v=5,J=130 angle 00 deg)",4.684944159389623
CO,"I(CO v=6,J=131->v=5,J=132 angle 00 deg)",7.820405019522027
CO,"I(CO v=6,J=131->v=6,J=130 angle 00 deg)",23.69418728552783
CO,"I(CO v=5,J=135->v=1,J=134 angle 00 deg)",1.337831932407032
CO,"I(CO v=5,J=135->v=1,J=136 angle 00 deg)",1.5240437756036456
CO,"I(CO v=5,J=135->v=2,J=134 angle 00 deg)",1.7619726319388367
CO,"I(CO v=5,J=135->v=2,J=136 angle 00 deg)",2.0956713267167033
CO,"I(CO v=5,J=135->v=3,J=134 angle 00 deg)",2.562361617346247
CO,"I(CO v=5,J=135->v=3,J=136 angle 00 deg)",3.3239004254123037
CO,"I(CO v=5,J=135->v=4,J=134 angle 00 deg)",4.637600360436314
CO,"I(CO v=5,J=135->v=4,J=136 angle 00 deg)",7.863246003905651
CO,"I(CO v=5,J=135->v=5,J=134 angle 00 deg)",22.920133481408154
CO,"I(CO v=7,J=127->v=3,J=126 angle 00 deg)",1.354467537351568
CO,"I(CO v=7,J=127->v=3,J=128 angle 00 deg)",1.5316439104194042
CO,"I(CO v=7,J=127->v=4,J=126 angle 00 deg)",1.7857994090320621
CO,"I(CO v=7,J=127->v=4,J=128 angle 00 deg)",2.103186172192212
CO,"I(CO v=7,J=127->v=5,J=126 angle 00 deg)",2.602243806883688
CO,"I(CO v=7,J=127->v=5,J=128 angle 00 deg)",3.325793546759837
CO,"I(CO v=7,J=127->v=6,J=126 angle 00 deg)",4.734368748034173
CO,"I(CO v=7,J=127->v=6,J=128 angle 00 deg)",7.780953283673441
CO,"I(CO v=7,J=127->v=7,J=126 angle 00 deg)",24.522591535452232
CO,"I(CO v=10,J=114->v=6,J=113 angle 00 deg)",1.3804138847400094
CO,"I(CO v=10,J=114->v=6,J=115 angle 00 deg)",1.542182097500666
CO,"I(CO v=10,J=114->v=7,J=113 angle 00 deg)",1.8232452676214017
CO,"I(CO v=10,J=114->v=7,J=115 angle 00 deg)",2.1128650869706185
CO,"I(CO v=10,J=114->v=8,J=113 angle 00 deg)",2.6657161077858476
CO,"I(CO v=10,J=114->v=8,J=115 angle 00 deg)",3.324915783409626
CO,"I(CO v=10,J=114->v=9,J=113 angle 00 deg)",4.892461193467438
CO,"I(CO v=10,J=114->v=9,J=115 angle 00 deg)",7.643529306660909
CO,"I(CO v=10,J=114->v=10,J=113 angle 00 deg)",27.584797137144978
CO,"I(CO v=14,J=94->v=10,J=93 angle 00 deg)",1.4174553138689316
CO,"I(CO v=14,J=94->v=10,J=95 angle 00 deg)",1.5539137860826706
CO,"I(CO v=14,J=94->v=11,J=93 angle 00 deg)",1.8774365087509748
CO,"I(CO v=14,J=94->v=11,J=95 angle 00 deg)",2.1215557024782816
CO,"I(CO v=14,J=94->v=12,J=93 angle 00 deg)",2.7596288108298292
CO,"I(CO v=14,J=94->v=12,J=95 angle 00 deg)",3.3140774985677695
CO,"I(CO v=14,J=94->v=13,J=93 angle 00 deg)",5.137144614773003
CO,"I(CO v=14,J=94->v=13,J=95 angle 00 deg)",7.423858663212216
CO,"I(CO v=14,J=94->v=14,J=93 angle 00 deg)",33.88415013746144
CO,"I(CO v=22,J=25->v=19,J=24 angle 00 deg)",2.0288326570635813
CO,"I(CO v=22,J=25->v=19,J=26 angle 00 deg)",2.0975157358567666
CO,"I(CO v=22,J=25->v=20,J=24 angle 00 deg)",3.04274883445477
CO,"I(CO v=22,J=25->v=20,J=26 angle 00 deg)",3.1980707872694123
CO,"I(CO v=22,J=25->v=21,J=24 angle 00 deg)",5.991421858731709
CO,"I(CO v=22,J=25->v=21,J=26 angle 00 deg)",6.617182186379943
CO,"I(CO v=4,J=139->v=0,J=138 angle 00 deg)",1.3301871176212052
CO,"I(CO v=4,J=139->v=0,J=140 angle 00 deg)",1.5209462601770758
CO,"I(CO v=4,J=139->v=1,J=138 angle 00 deg)",1.7509739059075609
CO,"I(CO v=4,J=139->v=1,J=140 angle 00 deg)",2.092890207484777
CO,"I(CO v=4,J=139->v=2,J=138 angle 00 deg)",2.543832322103434
CO,"I(CO v=4,J=139->v=2,J=140 angle 00 deg)",3.3245579429912464
CO,"I(CO v=4,J=139->v=3,J=138 angle 00 deg)",4.592258222895655
CO,"I(CO v=4,J=139->v=3,J=140 angle 00 deg)",7.909538615877182
CO,"I(CO v=4,J=139->v=4,J=138 angle 00 deg)",22.195599681998207
CO,"I(CO v=17,J=76->v=13,J=75 angle 00 deg)",1.4485990076470268
CO,"I(CO v=17,J=76->v=13,J=77 angle 00 deg)",1.5609409244962993
CO,"I(CO v=17,J=76->v=14,J=75 angle 00 deg)",1.9236961670435528
CO,"I(CO v=17,J=76->v=14,J=77 angle 00 deg)",2.1245573263960376
CO,"I(CO v=17,J=76->v=15,J=75 angle 00 deg)",2.8417777046408688
CO,"I(CO v=17,J=76->v=15,J=77 angle 00 deg)",3.297253107893213
CO,"I(CO v=17,J=76->v=16,J=75 angle 00 deg)",5.362123293984053
CO,"I(CO v=17,J=76->v=16,J=77 angle 00 deg)",7.2243700470371826
CO,"I(CO v=17,J=76->v=17,J=75 angle 00 deg)",42.32443782471199
CO,"I(CO v=8,J=123->v=4,J=122 angle 00 deg)",1.3634855044632372
CO,"I(CO v=8,J=123->v=4,J=124 angle 00 deg)",1.536163318990683
CO,"I(CO v=8,J=123->v=5,J=122 angle 00 deg)",1.7986661636914383
CO,"I(CO v=8,J=123->v=5,J=124 angle 00 deg)",2.1079395268545316
CO,"I(CO v=8,J=123->v=6,J=122 angle 00 deg)",2.6236613138049374
CO,"I(CO v=8,J=123->v=6,J=124 angle 00 deg)",3.328362550089897
CO,"I(CO v=8,J=123->v=7,J=122 angle 00 deg)",4.785958092694399
CO,"I(CO v=8,J=123->v=7,J=124 angle 00 deg)",7.744836256273107
CO,"I(CO v=8,J=123->v=8,J=122 angle 00 deg)",25.410807052447684
CO,"I(CO v=19,J=61->v=15,J=60 angle 00 deg)",1.4715056789056233
CO,"I(CO v=19,J=61->v=15,J=62 angle 00 deg)",1.5628031747617808
CO,"I(CO v=19,J=61->v=16,J=60 angle 00 deg)",1.9584707650838966
CO,"I(CO v=19,J=61->v=16,J=62 angle 00 deg)",2.121642335152736
CO,"I(CO v=19,J=61->v=17,J=60 angle 00 deg)",2.9056135287528737
CO,"I(CO v=19,J=61->v=17,J=62 angle 00 deg)",3.2752240080702326
CO,"I(CO v=19,J=61->v=18,J=60 angle 00 deg)",5.548019567198802
CO,"I(CO v=19,J=61->v=18,J=62 angle 00 deg)",7.050372202227635
CO,"I(CO v=19,J=61->v=19,J=60 angle 00 deg)",53.06863338281574
CO,"I(CO v=20,J=52->v=16,J=51 angle 00 deg)",1.48429585137042
CO,"I(CO v=20,J=52->v=16,J=53 angle 00 deg)",1.562662345311822
CO,"I(CO v=20,J=52->v=17,J=51 angle 00 deg)",1.9781803592655944
CO,"I(CO v=20,J=52->v=17,J=53 angle 00 deg)",2.118213996857362
CO,"I(CO v=20,J=52->v=18,J=51 angle 00 deg)",2.9426118634116714
CO,"I(CO v=20,J=52->v=18,J=53 angle 00 deg)",3.2596406378683547
CO,"I(CO v=20,J=52->v=19,J=51 angle 00 deg)",5.66030204003135
CO,"I(CO v=20,J=52->v=19,J=53 angle 00 deg)",6.945189952712213
CO,"I(CO v=20,J=52->v=20,J=51 angle 00 deg)",62.45540888280753
CO,"I(CO v=21,J=41->v=18,J=40 angle 00 deg)",2.0005030477543166
CO,"I(CO v=21,J=41->v=18,J=42 angle 00 deg)",2.111769219039714
CO,"I(CO v=21,J=41->v=19,J=40 angle 00 deg)",2.985612808461746
CO,"I(CO v=21,J=41->v=19,J=42 angle 00 deg)",3.237376519136384
CO,"I(CO v=21,J=41->v=20,J=40 angle 00 deg)",5.7966842479998375
CO,"I(CO v=21,J=41->v=20,J=42 angle 00 deg)",6.814075588637409
CO,"I(CO v=1,J=150->v=0,J=149 angle 00 deg)",4.461316326490676
CO,"I(CO v=18,J=69->v=14,J=68 angle 00 deg)",1.4598621096818878
CO,"I(CO v=18,J=69->v=14,J=70 angle 00 deg)",1.562498510689854
CO,"I(CO v=18,J=69->v=15,J=68 angle 00 deg)",1.9406579010032035
CO,"I(CO v=18,J=69->v=15,J=70 angle 00 deg)",2.1241312152080627
CO,"I(CO v=18,J=69->v=16,J=68 angle 00 deg)",2.8725474769401362
CO,"I(CO v=18,J=69->v=16,J=70 angle 00 deg)",3.2883729847637557
CO,"I(CO v=18,J=69->v=17,J=68 angle 00 deg)",5.449901762958504
CO,"I(CO v=18,J=69->v=17,J=70 angle 00 deg)",7.145130036415578
CO,"I(CO v=18,J=69->v=18,J=68 angle 00 deg)",46.77181457676059
CO,"I(CO v=22,J=26->v=19,J=25 angle 00 deg)",2.028664601585726
CO,"I(CO v=22,J=26->v=19,J=27 angle 00 deg)",2.100094021851419
CO,"I(CO v=22,J=26->v=20,J=25 angle 00 deg)",3.041562917305981
CO,"I(CO v=22,J=26->v=20,J=27 angle 00 deg)",3.2031004955111713
CO,"I(CO v=22,J=26->v=21,J=25 angle 00 deg)",5.983697586615054
CO,"I(CO v=22,J=26->v=21,J=27 angle 00 deg)",6.63459800185136
CO,"I(CO v=12,J=105->v=8,J=104 angle 00 deg)",1.3997721012836326
CO,"I(CO v=12,J=105->v=8,J=106 angle 00 deg)",1.5506970240366826
CO,"I(CO v=12,J=105->v=9,J=104 angle 00 deg)",1.8511367420208598
CO,"I(CO v=12,J=105->v=9,J=106 angle 00 deg)",2.121247920931926
CO,"I(CO v=12,J=105->v=10,J=104 angle 00 deg)",2.712915154783214
CO,"I(CO v=12,J=105->v=10,J=106 angle 00 deg)",3.3270987099221982
CO,"I(CO v=12,J=105->v=11,J=104 angle 00 deg)",5.01027756115145
CO,"I(CO v=12,J=105->v=11,J=106 angle 00 deg)",7.55926533691356
CO,"I(CO v=12,J=105->v=12,J=104 angle 00 deg)",30.16746969365965
CO,"I(CO v=3,J=143->v=0,J=142 angle 00 deg)",1.7405612614075383
CO,"I(CO v=3,J=143->v=0,J=144 angle 00 deg)",2.0907488882696605
CO,"I(CO v=3,J=143->v=1,J=142 angle 00 deg)",2.5262045799235735
CO,"I(CO v=3,J=143->v=1,J=144 angle 00 deg)",3.3262760583893076
CO,"I(CO v=3,J=143->v=2,J=142 angle 00 deg)",4.548843487382271
CO,"I(CO v=3,J=143->v=2,J=144 angle 00 deg)",7.959353125664568
CO,"I(CO v=15,J=89->v=11,J=88 angle 00 deg)",1.4286704467880356
CO,"I(CO v=15,J=89->v=11,J=90 angle 00 deg)",1.55882982762075
CO,"I(CO v=15,J=89->v=12,J=88 angle 00 deg)",1.893655433992339
CO,"I(CO v=15,J=89->v=12,J=90 angle 00 deg)",2.12646824871089
CO,"I(CO v=15,J=89->v=13,J=88 angle 00 deg)",2.787276104764165
CO,"I(CO v=15,J=89->v=13,J=90 angle 00 deg)",3.3158008955033345
CO,"I(CO v=15,J=89->v=14,J=88 angle 00 deg)",5.20764383225316
CO,"I(CO v=15,J=89->v=14,J=90 angle 00 deg)",7.3818432276200365
CO,"I(CO v=15,J=89->v=15,J=88 angle 00 deg)",35.935518454815345
CO,"I(CO v=22,J=27->v=19,J=26 angle 00 deg)",2.0285413337569875
CO,"I(CO v=22,J=27->v=19,J=28 angle 00 deg)",2.1027232669762967
CO,"I(CO v=22,J=27->v=20,J=26 angle 00 deg)",3.0404461004440795
CO,"I(CO v=22,J=27->v=20,J=28 angle 00 deg)",3.2082139234358142
CO,"I(CO v=22,J=27->v=21,J=26 angle 00 deg)",5.976131869079072
CO,"I(CO v=22,J=27->v=21,J=28 angle 00 deg)",6.652243007269367
CO,"I(CO v=9,J=119->v=5,J=118 angle 00 deg)",1.3729900103304298
CO,"I(CO v=9,J=119->v=5,J=120 angle 00 deg)",1.5411750673899351
CO,"I(CO v=9,J=119->v=6,J=118 angle 00 deg)",1.8121966149080702
CO,"I(CO v=9,J=119->v=6,J=120 angle 00 deg)",2.113372126836028
CO,"I(CO v=9,J=119->v=7,J=118 angle 00 deg)",2.6461098303017137
CO,"I(CO v=9,J=119->v=7,J=120 angle 00 deg)",3.3320289560378398
CO,"I(CO v=9,J=119->v=8,J=118 angle 00 deg)",4.839801963494738
CO,"I(CO v=9,J=119->v=8,J=120 angle 00 deg)",7.712009001103015
CO,"I(CO v=9,J=119->v=9,J=118 angle 00 deg)",26.36503921920232
CO,"I(CO v=16,J=83->v=12,J=82 angle 00 deg)",1.4388830381265891
CO,"I(CO v=16,J=83->v=12,J=84 angle 00 deg)",1.5609802459020203
CO,"I(CO v=16,J=83->v=13,J=82 angle 00 deg)",1.9088475738143915
CO,"I(CO v=16,J=83->v=13,J=84 angle 00 deg)",2.127197626754047
CO,"I(CO v=16,J=83->v=14,J=82 angle 00 deg)",2.814309752657536
CO,"I(CO v=16,J=83->v=14,J=84 angle 00 deg)",3.30973519619661
CO,"I(CO v=16,J=83->v=15,J=82 angle 00 deg)",5.281862607087261
CO,"I(CO v=16,J=83->v=15,J=84 angle 00 deg)",7.313918854834966
CO,"I(CO v=16,J=83->v=16,J=82 angle 00 deg)",38.656616295321285
CO,"I(CO v=13,J=100->v=9,J=99 angle 00 deg)",1.4092817641379771
CO,"I(CO v=13,J=100->v=9,J=101 angle 00 deg)",1.5538686263803045
CO,"I(CO v=13,J=100->v=10,J=99 angle 00 deg)",1.865026850841229
CO,"I(CO v=13,J=100->v=10,J=101 angle 00 deg)",2.1237459550848734
CO,"I(CO v=13,J=100->v=11,J=99 angle 00 deg)",2.7369311036491295
CO,"I(CO v=13,J=100->v=11,J=101 angle 00 deg)",3.324901291311912
CO,"I(CO v=13,J=100->v=12,J=99 angle 00 deg)",5.0726523959223915
CO,"I(CO v=13,J=100->v=12,J=101 angle 00 deg)",7.505754840557533
CO,"I(CO v=13,J=100->v=13,J=99 angle 00 deg)",31.78073013134952
CO,"I(CO v=21,J=42->v=18,J=41 angle 00 deg)",2.001030055800374
CO,"I(CO v=21,J=42->v=18,J=43 angle 00 deg)",2.1151135409236157
CO,"I(CO v=21,J=42->v=19,J=41 angle 00 deg)",2.9855087745145146
CO,"I(CO v=21,J=42->v=19,J=43 angle 00 deg)",3.243660259089932
CO,"I(CO v=21,J=42->v=20,J=41 angle 00 deg)",5.7914807763205856
CO,"I(CO v=21,J=42->v=20,J=43 angle 00 deg)",6.8349434536693625
CO,"I(CO v=11,J=110->v=7,J=109 angle 00 deg)",1.3910179156803766
CO,"I(CO v=11,J=110->v=7,J=111 angle 00 deg)",1.548307380378716
CO,"I(CO v=11,J=110->v=8,J=109 angle 00 deg)",1.838276370074161
CO,"I(CO v=11,J=110->v=8,J=111 angle 00 deg)",2.1198348461448377
CO,"I(CO v=11,J=110->v=9,J=109 angle 00 deg)",2.6904991838868106
CO,"I(CO v=11,J=110->v=9,J=111 angle 00 deg)",3.3310679871524207
CO,"I(CO v=11,J=110->v=10,J=109 angle 00 deg)",4.9514433035817
CO,"I(CO v=11,J=110->v=10,J=111 angle 00 deg)",7.618108440123579
CO,"I(CO v=11,J=110->v=11,J=109 angle 00 deg)",28.711613699366136
CO,"I(CO v=20,J=53->v=16,J=52 angle 00 deg)",1.4852516424643414
CO,"I(CO v=20,J=53->v=16,J=54 angle 00 deg)",1.5652288762337225
CO,"I(CO v=20,J=53->v=17,J=52 angle 00 deg)",1.9791655043398058
CO,"I(CO v=20,J=53->v=17,J=54 angle 00 deg)",2.1220812976772896
CO,"I(CO v=20,J=53->v=18,J=52 angle 00 deg)",2.943215414927777
CO,"I(CO v=20,J=53->v=18,J=54 angle 00 deg)",3.2667899520427963
CO,"I(CO v=20,J=53->v=19,J=52 angle 00 deg)",5.65670801878346
CO,"I(CO v=20,J=53->v=19,J=54 angle 00 deg)",6.96853772505131
CO,"I(CO v=20,J=53->v=20,J=52 angle 00 deg)",61.3285342582078
CO,"I(CO v=19,J=62->v=15,J=61 angle 00 deg)",1.472728532469269
CO,"I(CO v=19,J=62->v=15,J=63 angle 00 deg)",1.565670638857686
CO,"I(CO v=19,J=62->v=16,J=61 angle 00 deg)",1.959816770434101
CO,"I(CO v=19,J=62->v=16,J=63 angle 00 deg)",2.1259330008336805
CO,"I(CO v=19,J=62->v=17,J=61 angle 00 deg)",2.906771340991831
CO,"I(CO v=19,J=62->v=17,J=63 angle 00 deg)",3.2830802226159608
CO,"I(CO v=19,J=62->v=18,J=61 angle 00 deg)",5.545664945654446
CO,"I(CO v=19,J=62->v=18,J=63 angle 00 deg)",7.075812106169402
CO,"I(CO v=19,J=62->v=19,J=61 angle 00 deg)",52.26384281402024
CO,"I(CO v=22,J=28->v=19,J=27 angle 00 deg)",2.0284629058789627
CO,"I(CO v=22,J=28->v=19,J=29 angle 00 deg)",2.105403771297199
CO,"I(CO v=22,J=28->v=20,J=27 angle 00 deg)",3.0393984483754313
CO,"I(CO v=22,J=28->v=20,J=29 angle 00 deg)",3.213411659944236
CO,"I(CO v=22,J=28->v=21,J=27 angle 00 deg)",5.968724054784071
CO,"I(CO v=22,J=28->v=21,J=29 angle 00 deg)",6.670119092654979
CO,"I(CO v=14,J=95->v=10,J=94 angle 00 deg)",1.4195714035649403
CO,"I(CO v=14,J=95->v=10,J=96 angle 00 deg)",1.5578343940055186
CO,"I(CO v=14,J=95->v=11,J=94 angle 00 deg)",1.879982261751812
CO,"I(CO v=14,J=95->v=11,J=96 angle 00 deg)",2.127342037739955
CO,"I(CO v=14,J=95->v=12,J=94 angle 00 deg)",2.76260833684942
CO,"I(CO v=14,J=95->v=12,J=96 angle 00 deg)",3.3244832505259647
CO,"I(CO v=14,J=95->v=13,J=94 angle 00 deg)",5.138736045165244
CO,"I(CO v=14,J=95->v=13,J=96 angle 00 deg)",7.457451111421999
CO,"I(CO v=14,J=95->v=14,J=94 angle 00 deg)",33.57658016055789
CO,"I(CO v=17,J=77->v=13,J=76 angle 00 deg)",1.4502466277059736
CO,"I(CO v=17,J=77->v=13,J=78 angle 00 deg)",1.5642999467096703
CO,"I(CO v=17,J=77->v=14,J=76 angle 00 deg)",1.9256140350246147
CO,"I(CO v=17,J=77->v=14,J=78 angle 00 deg)",2.129543261857585
CO,"I(CO v=17,J=77->v=15,J=76 angle 00 deg)",2.8438076115562345
CO,"I(CO v=17,J=77->v=15,J=78 angle 00 deg)",3.3062837812852153
CO,"I(CO v=17,J=77->v=16,J=76 angle 00 deg)",5.361680045837616
CO,"I(CO v=17,J=77->v=16,J=78 angle 00 deg)",7.253435960178748
CO,"I(CO v=17,J=77->v=17,J=76 angle 00 deg)",41.82513667453616
CO,"I(CO v=18,J=70->v=14,J=69 angle 00 deg)",1.461315599866281
CO,"I(CO v=18,J=70->v=14,J=71 angle 00 deg)",1.5656312279699296
CO,"I(CO v=18,J=70->v=15,J=69 angle 00 deg)",1.9423146416371726
CO,"I(CO v=18,J=70->v=15,J=71 angle 00 deg)",2.1287965383903353
CO,"I(CO v=18,J=70->v=16,J=69 angle 00 deg)",2.8741798422637648
CO,"I(CO v=18,J=70->v=16,J=71 angle 00 deg)",3.296860045606025
CO,"I(CO v=18,J=70->v=17,J=69 angle 00 deg)",5.448591437343139
CO,"I(CO v=18,J=70->v=17,J=71 angle 00 deg)",7.172493060294838
CO,"I(CO v=18,J=70->v=18,J=69 angle 00 deg)",46.154423530911465
CO,"I(CO v=21,J=43->v=18,J=42 angle 00 deg)",2.0016019895382753
CO,"I(CO v=21,J=43->v=18,J=44 angle 00 deg)",2.1185128443018892
CO,"I(CO v=21,J=43->v=19,J=42 angle 00 deg)",2.9854727999009016
CO,"I(CO v=21,J=43->v=19,J=44 angle 00 deg)",3.2500358754229257
CO,"I(CO v=21,J=43->v=20,J=42 angle 00 deg)",5.7864249025427075
CO,"I(CO v=21,J=43->v=20,J=44 angle 00 deg)",6.856074522785312
CO,"I(CO v=2,J=147->v=0,J=146 angle 00 deg)",2.509451028710374
CO,"I(CO v=2,J=147->v=0,J=148 angle 00 deg)",3.3290507796843065
CO,"I(CO v=2,J=147->v=1,J=146 angle 00 deg)",4.5072867129241985
CO,"I(CO v=2,J=147->v=1,J=148 angle 00 deg)",8.012770989083595
CO,"I(CO v=10,J=115->v=6,J=114 angle 00 deg)",1.3829972576984013
CO,"I(CO v=10,J=115->v=6,J=116 angle 00 deg)",1.5466899957548534
CO,"I(CO v=10,J=115->v=7,J=114 angle 00 deg)",1.8264137459039753
CO,"I(CO v=10,J=115->v=7,J=116 angle 00 deg)",2.1194971744688056
CO,"I(CO v=10,J=115->v=8,J=114 angle 00 deg)",2.669627558173966
CO,"I(CO v=10,J=115->v=8,J=116 angle 00 deg)",3.3368075516058395
CO,"I(CO v=10,J=115->v=9,J=114 angle 00 deg)",4.895996217151681
CO,"I(CO v=10,J=115->v=9,J=116 angle 00 deg)",7.682433964961633
CO,"I(CO v=10,J=115->v=10,J=114 angle 00 deg)",27.3923705851534
CO,"I(CO v=22,J=29->v=19,J=28 angle 00 deg)",2.028429348725318
CO,"I(CO v=22,J=29->v=19,J=30 angle 00 deg)",2.10813587228285
CO,"I(CO v=22,J=29->v=20,J=28 angle 00 deg)",3.0384199421524207
CO,"I(CO v=22,J=29->v=20,J=30 angle 00 deg)",3.2186943421219962
CO,"I(CO v=22,J=29->v=21,J=28 angle 00 deg)",5.961473752360712
CO,"I(CO v=22,J=29->v=21,J=30 angle 00 deg)",6.688228931833297
CO,"I(CO v=6,J=132->v=2,J=131 angle 00 deg)",1.348848161998094
CO,"I(CO v=6,J=132->v=2,J=133 angle 00 deg)",1.5325681219385632
CO,"I(CO v=6,J=132->v=3,J=131 angle 00 deg)",1.7771992651694901
CO,"I(CO v=6,J=132->v=3,J=133 angle 00 deg)",2.1063925302771858
